"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1992",8.077,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1993",8.601,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1994",8.99,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1995",8.924,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1996",8.884,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1997",8.984,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1998",9.15,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1999",9.302,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2000",9.204,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2001",9.269,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2002",9.395,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2003",9.547,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2004",9.709,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","2005",9.627,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2006",9.531,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2007",9.532,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2008",9.726,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","2009",10.226,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2010",10.221,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2011",10.026,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2012",10.199,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2013",10.286,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2014",10.371,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2015",10.343,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2016",10.438,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2017",10.321,"P"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1970",3.836,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1971",3.922,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1972",4.076,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1973",4.355,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1974",4.419,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1975",5.518,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1976",5.725,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1977",6.193,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1978",6.382,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1979",6.364,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1980",6.148,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1981",6.561,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1982",6.788,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1983",6.954,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1984",6.797,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1985",6.846,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1986",7.017,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1987",7.123,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1988",7.122,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1989",7.066,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1990",7.109,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1991",7.419,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1992",7.598,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1993",7.722,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1994",7.52,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1995",7.479,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1996",7.754,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1997",7.612,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1998",7.735,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1999",7.9,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2000",7.942,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2001",8.105,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2002",8.263,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2003",9.043,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","2004",9.054,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2005",8.966,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2006",8.863,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2007",8.889,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2008",9.272,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2009",9.996,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2010",9.841,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2011",10.004,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2012",10.107,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2013",10.271,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2014",10.341,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2015",10.106,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2016",10.038,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2017",10.02,"E"
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2003",568.47,"B"
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2004",532.526,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2005",524.511,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2006",570.859,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2007",611.412,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2008",631.573,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2009",670.105,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2010",695.966,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2011",728.764,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2012",742.305,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2013",782.6,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2014",790.86,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2015",755.321,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2016",738.948,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1970",6.353,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1971",6.611,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1972",6.528,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1973",6.207,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1974",6.091,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1975",6.538,"B"
"CAN","HEALTHEXP","TOT","PC_GDP","A","1976",6.574,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1977",6.553,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1978",6.526,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1979",6.414,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1980",6.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1981",6.789,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1982",7.522,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1983",7.694,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1984",7.58,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1985",7.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1986",7.83,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1987",7.771,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1988",7.769,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1989",7.976,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1990",8.394,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1991",9.081,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1992",9.332,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1993",9.216,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1994",8.862,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1995",8.559,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1996",8.363,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1997",8.345,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1998",8.577,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1999",8.358,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2000",8.276,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2001",8.655,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2002",8.888,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2003",9.043,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2004",9.097,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2005",9.064,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2006",9.207,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2007",9.298,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2008",9.465,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2009",10.574,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2010",10.556,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2011",10.23,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2012",10.24,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2013",10.133,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2014",9.97,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2015",10.377,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2016",10.535,"P"
"CAN","HEALTHEXP","TOT","PC_GDP","A","2017",10.411,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1988",225.011,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1989",237.198,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1990",253.474,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1991",269.069,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1992",281.698,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1993",302.402,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1994",320.255,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1995",330.368,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1996",335.538,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1997",364.68,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1998",376.297,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1999",395.794,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2000",402.162,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2001",415.371,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2002",436.278,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2003",444.421,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2004",470.292,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2005",504.457,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2006",554.352,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2007",570.027,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2008",587.106,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2009",616.317,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2010",649.192,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2011",624.733,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2012",628.924,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2013",647.063,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2014",659.527,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2015",670.16,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2016",690.169,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2017",712.142,"P"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1990",3.736,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1991",3.872,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1992",3.995,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1993",5.351,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1994",5.513,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1995",5.736,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1996",5.62,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1997",5.631,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1998",5.62,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1999",5.796,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2000",5.718,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2001",5.888,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2002",6.199,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2003",6.554,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2004",6.385,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2005",6.381,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2006",6.196,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2007",6.016,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2008",6.36,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2009",7.293,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2010",6.928,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2011",6.977,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2012",7.028,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2013",7.807,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2014",7.653,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2015",7.149,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2016",7.142,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2017",7.079,"E"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1990",13.908,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1991",16.945,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1992",24.751,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1993",38.417,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1994",48.998,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1995",81.082,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1996",84.514,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1997",88.107,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1998",87.864,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1999",88.75,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2000",94.385,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2001",110.095,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2002",112.772,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2003",131.994,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2004",142.227,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2005",155.415,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2006",171.577,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2007",214.2,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2008",285.691,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2009",302.881,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2010",292.616,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2011",301.806,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2012",312.186,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2013",323.333,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2014",347.704,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2015",328.025,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2016",372.845,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1971",7.677,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1972",7.768,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1973",7.585,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1974",8.291,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1975",8.536,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1976",8.441,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1977",8.259,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1978",8.377,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1979",8.474,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1980",8.416,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1981",8.575,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1982",8.624,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1983",8.418,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1984",7.97,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1985",7.947,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1986",7.734,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1987",8.054,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1988",8.191,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1989",8.061,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1990",8.038,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1991",7.94,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1992",7.956,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1993",8.289,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1994",8.077,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1995",7.771,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1996",7.839,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1997",7.75,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1998",7.552,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1999",8.342,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2000",8.104,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2001",8.448,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2002",8.703,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2003",8.904,"B"
"DNK","HEALTHEXP","TOT","PC_GDP","A","2004",9.007,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2005",9.091,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2006",9.169,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2007",9.325,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2008",9.511,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2009",10.674,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2010",10.333,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2011",10.153,"B"
"DNK","HEALTHEXP","TOT","PC_GDP","A","2012",10.241,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2013",10.17,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2014",10.172,
