"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",15.9,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",17.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",18.2,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",17.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",17.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",16.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",18.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",17.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",17,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",17.2,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",16.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",13.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",14.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",16,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",16,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",12.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",14.8,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",12.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",13.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",15.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",15.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",14.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",14.9,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",10.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",10,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",9.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",9.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",8.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",8.8,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",5.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",6.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",5.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.1,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",2.7,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",165.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",162.5,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",160.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",157.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",155.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",153.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",151,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",148.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",146.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",144.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",142.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",140.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",138.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",135.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",133.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",130.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",127.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",124,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",120.7,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",117.5,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",114.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",111.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",108.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",105.7,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",103.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",100.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",98.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",95.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",93.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",90.7,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",88.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",86.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",83.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",81.7,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",79.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",77.5,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",75.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",73.1,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",70.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",68.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",66.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",64.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",62,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",59.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",57.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",55.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",53.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",51.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",50,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",48.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",46.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",44.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",42.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",40.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",39.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",37.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",148.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",144.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",141.2,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",137.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",134.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",130.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",127,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",123.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",119.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",116.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",113.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",109.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",106.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",103.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",100.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",97.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",95.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",92.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",90,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",87.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",85.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",83.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",80.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",78.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",76.2,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",74,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",71.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",69.3,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",67,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",64.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",62.2,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",59.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",57.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",55.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",52.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",50.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",48.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",46.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",44.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",42.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",41.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",39.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",37.8,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",36.3,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",36,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",33.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",32.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",30.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",29.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",28.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",27.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",26.3,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",25.3,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",24.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",23.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",22.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",24.2,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",23,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",24.2,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",22.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",23.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",22.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",20.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",17.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",17.2,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",16.6,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",15.6,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",15.7,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",14.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",13.7,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",12.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",11.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",11.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",11.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",10.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",10.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",9.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",9.2,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",9.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",7.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",7.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",6.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",6.3,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",6.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",5.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",5.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",5.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",5.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",4.6,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.7,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",3.1,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",3.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",22,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",21.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",20.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",19.9,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",21.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",20.8,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",19.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",19.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",19.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",18.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",17.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",17.8,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",18,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",19.9,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",18.6,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",18.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",17.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",17.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",16.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",16.9,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",15.3,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",14.6,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",13.3,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",12.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",11.6,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",11,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",10.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",9.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.6,"B"
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",8.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",7.4,"B"
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",6.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1960",35.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1961",29.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1962",30,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1963",29.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1964",28.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1965",29.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1966",26,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1967",26.7,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1968",27.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1969",25.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1970",24.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1971",25.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1972",21,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1973",21.2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",19,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",17.3,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",19.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",17.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",16.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",15.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",15.3,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",13.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",14,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",13.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",13.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",13,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",11.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",11.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",10,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",8.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",8.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",8.2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",8.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",6.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",6.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",5.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",4.7,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",5.2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",5.2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",4.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",4.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",4.2,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",3.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2004",3.7,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",1.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2013",2.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2014",1.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2015",1.6,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2016",2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1974",91.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1975",86.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1976",82.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1977",78.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1978",74.9,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1979",71.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1980",68,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1981",65,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1982",62.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1983",59.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1984",57.3,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1985",55.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1986",53.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1987",51.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1988",49.8,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1989",48.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1990",47.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1991",46.7,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1992",46.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1993",46.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1994",47.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1995",48.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1996",49.4,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1997",50.9,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1998",52.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","1999",53.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2000",54,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2001",54.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2002",54.7,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2003",54.1,
